0 8.53923e-37
0.000556805 2.6633
0.00112753 0.0614453
0.00171252 0.0277876
0.00231214 0.0208079
0.00292675 0.0020127
0.00355672 0.0108077
0.00420245 0.0198698
0.00486431 0.0338815
0.00554273 0.0697459
0.0062381 0.0461932
0.00695086 0.0137808
0.00768143 0
0.00843027 0.0441277
0.00919784 0.00324967
0.00998459 0.0350537
0.010791 0.0657581
0.0116176 0.0222735
0.0124648 0.00743806
0.0133333 0.0072288
0.0142234 0
0.0151358 0.0581421
0.016071 0.0344579
0.0170296 0.057998
0.0180121 0.00414303
0.0190192 0.0408394
0.0200515 0.01889
0.0211096 0.0295372
0.0221941 0
0.0233058 7.28858e-05
0.0244452 0.0532643
0.0256132 0.0317432
0.0268103 0.704322
0.0280374 0.0265873
0.0292951 0.0375764
0.0305843 0.0142961
0.0319057 0.0452845
0.0332602 0.0723433
0.0346485 0.0403485
0.0360715 0.0556854
0.0375301 0.0107225
0.0390251 0.023696
0.0405576 0.0279574
0.0421283 0.0625648
0.0437383 0.371564
0.0453886 0.141101
0.0470801 0.0497684
0.0488139 0.0884848
0.0505911 0.0178989
0.0524127 0.0544959
0.0542798 0.255324
0.0561936 0.0711836
0.0581552 0.039776
0.0601659 0.0212864
0.0622269 0.199754
0.0643393 0.0651545
0.0665046 0.15897
0.068724 0.0222211
0.0709989 0.116215
0.0733307 0.066195
0.0757208 0.103167
0.0781706 0.000468782
0.0806817 0.135857
0.0832555 0.0694511
0.0858937 0.0915397
0.0885979 0.065783
0.0913696 0.0434969
0.0942107 0.0731314
0.0971227 0.145125
0.100108 0.134337
0.103167 0.0542367
0.106303 0.0681363
0.109517 0.111111
0.112812 0.0886359
0.116189 0.0997866
0.119651 0.0469633
0.123199 0.29535
0.126836 0.109443
0.130563 0.132918
0.134384 0.146299
0.138301 0.0574416
0.142315 0.176399
0.14643 0.113897
0.150647 0.176826
0.15497 0.128927
0.159401 0.10054
0.163943 0.101643
0.168599 0.144064
0.17337 0.105184
0.178261 0.212899
0.183275 0.0923812
0.188413 0.119186
0.193681 0.129239
0.199079 0.218693
0.204613 0.139089
0.210285 0.147773
0.216099 0.147006
0.222059 0.187117
0.228167 0.157218
0.234428 0.179275
0.240845 0.141133
0.247423 0.120446
0.254166 0.158999
0.261077 0.238742
0.26816 0.177128
0.275421 0.176078
0.282863 0.118333
0.290492 0.215596
0.298311 0.150016
0.306325 0.267133
0.31454 0.106719
0.322961 0.218939
0.331592 0.184633
0.340438 0.115464
0.349506 0.245033
0.3588 0.196978
0.368327 0.193818
0.378092 0.290147
0.388101 0.153985
0.398361 0.138265
0.408876 0.282365
0.419655 0.206983
0.430703 0.230517
0.442028 0.235255
0.453635 0.262513
0.465533 0.257695
0.477728 0.164577
0.490228 0.208256
0.50304 0.288249
0.516173 0.234446
0.529634 0.250482
0.543432 0.232907
0.557575 0.240628
0.572071 0.289763
0.586929 0.212201
0.602159 0.281831
0.61777 0.255495
0.633771 0.274796
0.650172 0.257443
0.666984 0.326204
0.684215 0.312779
0.701877 0.270179
0.719981 0.237584
0.738537 0.238732
0.757557 0.305304
0.777053 0.312987
0.797036 0.34507
0.817519 0.322185
0.838514 0.315027
0.860033 0.414487
0.882091 0.272386
0.9047 0.252893
0.927874 0.405937
0.951628 0.304931
0.975976 0.272857
1.00093 0.399119
1.02651 0.355807
1.05273 0.294196
1.07961 0.42764
1.10715 0.363705
1.13539 0.350636
1.16433 0.266481
1.194 0.408598
1.2244 0.419748
1.25557 0.368889
1.28752 0.322439
