>> INCOME = 0.2468	ABILITY = 0
15.451188      13.953621      
15.838024      14.313020      
16.234532      14.681499      
16.640952      15.059232      
17.057532      15.446515      
17.484528      15.843664      
17.922198      16.250830      
18.370809      16.668183      
18.830636      17.095860      
19.301959      17.534255      
19.785065      17.983930      
20.280248      18.445040      
20.787811      18.917640      
21.308063      19.402153      
21.841322      19.899029      
22.387912      20.408461      
22.948166      20.930655      
23.522427      21.466041      
24.111045      22.015007      
24.714378      22.577801      
25.332794      23.154744      
25.966670      23.746261      
26.616394      24.352719      
27.282361      24.974440      
27.964976      25.611815      
28.664658      26.265272      
29.381831      26.935194      
30.116934      27.621974      
30.870414      28.326054      
31.642731      29.047871      
32.434356      29.787853      
33.245772      30.546457      
34.077473      31.324160      
34.929966      32.121432      
35.803772      32.938757      
36.699423      33.776644      
37.617466      34.635605      
38.558459      35.516166      
39.522977      36.418869      
40.511609      37.344268      
41.524956      38.292927      
42.563636      39.265426      
43.628284      40.262366      
44.719548      41.284360      
45.838094      42.332031      
46.984603      43.406017      
48.159775      44.506974      
49.364326      45.635578      
50.598991      46.792533      
51.864522      47.978543      
53.161692      49.194320      
54.491291      50.440600      
55.854130      51.718164      
57.251040      53.027812      
58.682873      54.370329      
60.150502      55.746534      
61.654821      57.157283      
63.196749      58.603435      
64.777224      60.085867      
66.397211      61.605496      
68.057699      63.163240      
69.759698      64.760057      
71.504247      66.396939      
73.292410      68.074712      
75.125277      69.794464      
77.003966      71.556876      
78.929622      73.363338      
80.903419      75.215675      
82.926561      77.114219      
85.000282      79.060250      
87.125846      81.055436      
89.304549      83.100524      
91.537720      85.196799      
93.826719      87.345860      
96.172944      89.548722      
98.577825      91.806750      
101.042827     94.121537      
103.569455     96.494300      
106.159248     98.926488      
108.813786     101.419731     
111.534687     103.975445     
114.323611     106.595186     
117.182258     109.280613     
120.112372     112.033299     
123.115738     114.854978     
126.194188     117.747398     
129.349599     120.712216     
132.583896     123.751284     
135.899050     126.866559     
139.297083     130.059882     
142.780067     133.333185     
146.350126     136.688531     
150.009436     140.127929     
153.760228     143.653477     
157.604791     147.267360     
161.545468     150.971762     
165.584661     154.768949     
169.724834     158.661256     
173.968512     162.651047     
178.318282     166.740763     
182.776795     170.932910     
187.346772     175.230040     
192.030998     179.634783     
196.832330     184.149834     
201.753695     188.777944     
206.798094     193.521944     
211.968603     198.384733     
217.268375     203.369281     
222.700642     208.478631     
228.268714     213.715902     
233.975989     219.084299     
239.825946     224.587099     
245.822151     230.227651     
251.968262     236.009411     
258.268025     241.935917     
264.725282     248.010756     
271.343971     254.237651     
278.128127     260.620437     
285.081887     267.162942     
292.209491     273.869171     
299.515285     280.743299     
307.003724     287.789390     
314.679374     295.011748     
322.546915     302.415001     
330.611145     310.003586     
338.876980     317.782090     
347.349462     325.755363     
356.033755     333.928213     
364.935156     342.305635     
374.059092     350.892782     
383.411126     359.694867     
392.996961     368.717277     
402.822441     377.965534     
412.893559     387.445273     
423.216455     397.162293     
433.797423     407.122530     
444.642916     417.332065     
455.759545     427.797137     
467.154091     438.524138     
478.833500     449.519620     
490.804894     460.790301     
503.075573     472.343062     
515.653019     484.184961     
528.544902     496.323230     
541.759081     508.765281     
555.303615     521.518713     
569.186762     534.591311     
583.416988     547.991058     
598.002969     561.726132     
612.953600     575.804916     
628.277997     590.236001     
643.985504     605.028189     
660.085698     620.190501     
676.588398     635.732176     
693.503664     651.662682     
710.841813     667.991717     
728.613415     684.729207     
746.829307     701.885318     
765.500597     719.470658     
784.638668     737.496217     
804.255192     755.972924     
824.362128     774.912021     
844.971738     794.325163     
866.096589     814.224148     
887.749560     834.621148     
909.943856     855.528638     
932.693009     876.959366     
956.010891     898.926439     
979.911720     921.443273     
1004.410070    944.523618     
1029.520879    968.181579     
1055.259458    992.431604     
1081.641501    1017.288506    
1108.683095    1042.767473    
1136.400729    1068.884065    
1164.811304    1095.654237    
1193.932144    1123.094342    
1223.781004    1151.221140    
1254.376086    1180.051814    
1285.736045    1209.603974    
1317.880003    1239.895670    
1350.827560    1270.945405    
1384.598806    1302.772144    
1419.214333    1335.395324    
1454.695248    1368.834868    
1491.063186    1403.111196    
1528.340322    1438.245235    
1566.549387    1474.258431    
1605.713678    1511.172757    
1645.857077    1549.010725    
1687.004061    1587.795392    
1729.179719    1627.550359    
1772.409769    1668.299766    
1816.720570    1710.068273    
1862.139141    1752.881014    
1908.693176    1796.764257    
1956.411063    1841.745650    
2005.321896    1887.852931    
2055.455500    1935.114043    
2106.842445    1983.557956    
2159.514062    2033.214260    
2213.502471    2084.113244    
2268.840589    2136.286041    
2325.562161    2189.764498    
2383.701772    2244.581285    
2443.294873    2300.769892    
2504.377802    2358.364635    
2566.987803    2417.400698    
2631.163055    2477.914141    
2696.942688    2539.941929    
2764.366812    2603.521949    
2833.476540    2668.693040    
2904.314010    2735.495009    
2976.922417    2803.968662    
3051.346034    2874.155824    
3127.630242    2946.099368    
3205.821555    3019.843238    
3285.967650    3095.432481    
3368.117398    3172.913268    
3452.320890    3252.332926    
3538.629469    3333.739967    
3627.095763    3417.184117    
3717.773714    3502.716344    
3810.718613    3590.388894    
3905.987135    3680.255320    
4003.637371    3772.370513    
4103.728862    3866.790739    
4206.322640    3963.573671    
4311.481263    4062.778427    
4419.268851    4164.465602    
4529.751129    4268.697308    
4642.995464    4375.537211    
4759.070908    4485.050570    
4878.048237    4597.304280    
5000.000000    4712.366865    

>> INCOME = 0.246800	ABILITY = 0.514000
0.000000       0.043276       
0.000557       0.043908       
0.001128       0.044569       
0.001713       0.045246       
0.002312       0.045933       
0.002927       0.046636       
0.003557       0.047346       
0.004202       0.048060       
0.004864       0.048791       
0.005543       0.049576       
0.006238       0.050382       
0.006951       0.051206       
0.007681       0.052050       
0.008430       0.052905       
0.009198       0.053773       
0.009985       0.054677       
0.010791       0.055622       
0.011618       0.056589       
0.012465       0.057576       
0.013333       0.058574       
0.014223       0.059578       
0.015136       0.060607       
0.016071       0.061664       
0.017030       0.062764       
0.018012       0.063912       
0.019019       0.065077       
0.020051       0.066263       
0.021110       0.067469       
0.022194       0.068702       
0.023306       0.069997       
0.024445       0.071327       
0.025613       0.072696       
0.026810       0.074077       
0.028037       0.075472       
0.029295       0.076883       
0.030584       0.078330       
0.031906       0.079859       
0.033260       0.081440       
0.034648       0.083079       
0.036071       0.084720       
0.037530       0.086389       
0.039025       0.088083       
0.040558       0.089856       
0.042128       0.091693       
0.043738       0.093589       
0.045389       0.095510       
0.047080       0.097463       
0.048814       0.099431       
0.050591       0.101456       
0.052413       0.103545       
0.054280       0.105729       
0.056194       0.107974       
0.058155       0.110271       
0.060166       0.112617       
0.062227       0.114984       
0.064339       0.117411       
0.066505       0.119906       
0.068724       0.122515       
0.070999       0.125182       
0.073331       0.127913       
0.075721       0.130710       
0.078171       0.133515       
0.080682       0.136398       
0.083256       0.139385       
0.085894       0.142498       
0.088598       0.145669       
0.091370       0.148927       
0.094211       0.152262       
0.097123       0.155665       
0.100108       0.159128       
0.103167       0.162672       
0.106303       0.166314       
0.109517       0.170068       
0.112812       0.173937       
0.116189       0.177896       
0.119651       0.181921       
0.123199       0.186063       
0.126836       0.190328       
0.130563       0.194698       
0.134384       0.199139       
0.138301       0.203709       
0.142315       0.208433       
0.146430       0.213279       
0.150647       0.218239       
0.154970       0.223327       
0.159401       0.228551       
0.163943       0.233874       
0.168599       0.239345       
0.173370       0.244975       
0.178261       0.250710       
0.183275       0.256555       
0.188413       0.262559       
0.193681       0.268769       
0.199079       0.275156       
0.204613       0.281683       
0.210285       0.288366       
0.216099       0.295233       
0.222059       0.302276       
0.228167       0.309483       
0.234428       0.316855       
0.240845       0.324421       
0.247423       0.332205       
0.254166       0.340160       
0.261077       0.348283       
0.268160       0.356621       
0.275421       0.365200       
0.282863       0.374028       
0.290492       0.383082       
0.298311       0.392345       
0.306325       0.401816       
0.314540       0.411516       
0.322961       0.421479       
0.331592       0.431717       
0.340438       0.442215       
0.349506       0.452978       
0.358800       0.463990       
0.368327       0.475282       
0.378092       0.486880       
0.388101       0.498762       
0.398361       0.510934       
0.408876       0.523396       
0.419655       0.536156       
0.430703       0.549254       
0.442028       0.562714       
0.453635       0.576519       
0.465533       0.590668       
0.477728       0.605183       
0.490228       0.620055       
0.503040       0.635277       
0.516173       0.650875       
0.529634       0.666887       
0.543432       0.683319       
0.557575       0.700169       
0.572071       0.717436       
0.586929       0.735127       
0.602159       0.753267       
0.617770       0.771857       
0.633771       0.790892       
0.650172       0.810404       
0.666984       0.830433       
0.684215       0.850982       
0.701877       0.872052       
0.719981       0.893646       
0.738537       0.915767       
0.757557       0.938423       
0.777053       0.961649       
0.797036       0.985467       
0.817519       1.009874       
0.838514       1.034896       
0.860033       1.060569       
0.882091       1.086889       
0.904700       1.113859       
0.927874       1.141476       
0.951628       1.169760       
0.975976       1.198770       
1.000932       1.228535       
1.026512       1.259048       
1.052732       1.290334       
1.079607       1.322409       
1.107154       1.355256       
1.135389       1.388903       
1.164331       1.423399       
1.193996       1.458746       
1.224403       1.494986       
1.255569       1.532152       
1.287515       1.570246       
1.320260       1.609281       
1.353823       1.649293       
1.388226       1.690307       
1.423488       1.732334       
1.459632       1.775376       
1.496680       1.819470       
1.534654       1.864685       
1.573577       1.911049       
1.613473       1.958566       
1.654367       2.007256       
1.696283       2.057142       
1.739247       2.108265       
1.783285       2.160651       
1.828423       2.214326       
1.874691       2.269342       
1.922115       2.325732       
1.970725       2.383506       
2.020550       2.442714       
2.071620       2.503405       
2.123967       2.565598       
2.177623       2.629311       
2.232621       2.694588       
2.288993       2.761484       
2.346775       2.830044       
2.406001       2.900306       
2.466708       2.972303       
2.528932       3.046066       
2.592712       3.121636       
2.658087       3.199062       
2.725096       3.278380       
2.793780       3.359653       
2.864181       3.442963       
2.936343       3.528355       
3.010308       3.615840       
3.086123       3.705436       
3.163833       3.797219       
3.243485       3.891270       
3.325129       3.987645       
3.408814       4.086408       
3.494591       4.187611       
3.582513       4.291314       
3.672633       4.397557       
3.765005       4.506380       
3.859687       4.617855       
3.956736       4.732077       
4.056211       4.849106       
4.158173       4.968980       
4.262684       5.091818       
4.369808       5.217705       
4.479610       5.346662       
4.592157       5.478723       
4.707518       5.613989       
4.825763       5.752600       
4.946964       5.894631       
5.071195       6.040174       
5.198531       6.189300       
5.329052       6.342059       
5.462835       6.498534       
5.599962       6.658842       
5.740518       6.823062       
5.884588       6.991262       
6.032259       7.163592       
6.183623       7.340173       
6.338770       7.521074       
6.497796       7.706383       
6.660798       7.896213       
6.827875       8.090647       
6.999128       8.289748       
7.174663       8.493736       
7.354587       8.702792       
7.539008       8.916963       
7.728040       9.136323       
7.921798       9.361005       
8.120400       9.591193       
8.323967       9.827030       
8.532622       10.068616      
8.746495       10.316070      
8.965714       10.569546      
9.190414       10.829210      
9.420731       11.095209      
9.656806       11.367681      
9.898783       11.646778      
10.146809      11.932670      
10.401036      12.225535      
10.661619      12.525531      
10.928716      12.832812      
11.202491      13.147565      
11.483110      13.469984      
11.770745      13.800237      
12.065570      14.138507      
12.367766      14.485010      
12.677517      14.839941      
12.995012      15.203485      
13.320444      15.575870      
13.654012      15.957294      
13.995919      16.347927      
14.346374      16.748048      
14.705590      17.157935      
15.073786      17.577776      
15.451188      18.007813      
15.838024      18.448289      
16.234532      18.899290      
16.640952      19.361174      
17.057532      19.834526      
17.484528      20.319498      
17.922198      20.816149      
18.370809      21.324821      
18.830636      21.845951      
19.301959      22.379800      
19.785065      22.926602      
20.280248      23.486682      
20.787811      24.060374      
21.308063      24.647997      
21.841322      25.249869      
22.387912      25.866351      
22.948166      26.497809      
23.522427      27.144602      
24.111045      27.807096      
24.714378      28.485665      
25.332794      29.180684      
25.966670      29.892552      
26.616394      30.621696      
27.282361      31.368552      
27.964976      32.133541      
28.664658      32.917072      
29.381831      33.719569      
30.116934      34.541502      
30.870414      35.383384      
31.642731      36.245733      
32.434356      37.129015      
33.245772      38.033667      
34.077473      38.960157      
34.929966      39.909066      
35.803772      40.881063      
36.699423      41.876736      
37.617466      42.896530      
38.558459      43.940857      
39.522977      45.010277      
40.511609      46.105694      
41.524956      47.227975      
42.563636      48.377552      
43.628284      49.554687      
44.719548      50.759685      
45.838094      51.993910      
46.984603      53.258829      
48.159775      54.554702      
49.364326      55.882001      
50.598991      57.241493      
51.864522      58.633961      
53.161692      60.060161      
54.491291      61.520904      
55.854130      63.017032      
57.251040      64.549427      
58.682873      66.119038      
60.150502      67.726678      
61.654821      69.373233      
63.196749      71.059600      
64.777224      72.786816      
66.397211      74.556052      
68.057699      76.368199      
69.759698      78.224195      
71.504247      80.125204      
73.292410      82.072367      
75.125277      84.066794      
77.003966      86.109592      
78.929622      88.201813      
80.903419      90.344670      
82.926561      92.539624      
85.000282      94.787973      
87.125846      97.090679      
89.304549      99.448875      
91.537720      101.864262     
93.826719      104.338662     
96.172944      106.873138     
98.577825      109.468320     
101.042827     112.125898     
103.569455     114.848762     
106.159248     117.638416     
108.813786     120.494333     
111.534687     123.417866     
114.323611     126.413712     
117.182258     129.484288     
120.112372     132.629404     
123.115738     135.850832     
126.194188     139.150412     
129.349599     142.530072     
132.583896     145.991764     
135.899050     149.537480     
139.297083     153.169261     
142.780067     156.889198     
146.350126     160.699424     
150.009436     164.602139     
153.760228     168.599600     
157.604791     172.694093     
161.545468     176.887963     
165.584661     181.183643     
169.724834     185.583618     
173.968512     190.090389     
178.318282     194.706526     
182.776795     199.434736     
187.346772     204.277755     
192.030998     209.238270     
196.832330     214.319122     
201.753695     219.523392     
206.798094     224.853999     
211.968603     230.313725     
217.268375     235.905952     
222.700642     241.634210     
228.268714     247.501048     
233.975989     253.509711     
239.825946     259.665029     
245.822151     265.969363     
251.968262     272.424768     
258.268025     279.038445     
264.725282     285.812790     
271.343971     292.747045     
278.128127     299.852464     
285.081887     307.136064     
292.209491     314.596624     
299.515285     322.238487     
307.003724     330.066134     
314.679374     338.084073     
322.546915     346.296967     
330.611145     354.709551     
338.876980     363.326685     
347.349462     372.153361     
356.033755     381.194677     
364.935156     390.455860     
374.059092     399.942269     
383.411126     409.659385     
392.996961     419.612828     
402.822441     429.808352     
412.893559     440.251849     
423.216455     450.949356     
433.797423     461.907051     
444.642916     473.131264     
455.759545     484.628475     
467.154091     496.405316     
478.833500     508.468577     
490.804894     520.825205     
503.075573     533.482312     
515.653019     546.447165     
528.544902     559.727198     
541.759081     573.330011     
555.303615     587.263343     
569.186762     601.535152     
583.416988     616.153422     
598.002969     631.126494     
612.953600     646.462535     
628.277997     662.170213     
643.985504     678.257863     
660.085698     694.734257     
676.588398     711.608252     
693.503664     728.900080     
710.841813     746.624876     
728.613415     764.781197     
746.829307     783.379815     
765.500597     802.431523     
784.638668     821.947364     
804.255192     841.938687     
824.362128     862.417093     
844.971738     883.394475     
866.096589     904.883020     
887.749560     926.895208     
909.943856     949.443826     
932.693009     972.541976     
956.010891     996.203078     
979.911720     1020.440881    
1004.410070    1045.269470    
1029.520879    1070.703275    
1055.259458    1096.757077    
1081.641501    1123.446019    
1108.683095    1150.785612    
1136.400729    1178.791747    
1164.811304    1207.480697    
1193.932144    1236.869131    
1223.781004    1266.974120    
1254.376086    1297.813142    
1285.736045    1329.404087    
1317.880003    1361.765263    
1350.827560    1394.915394    
1384.598806    1428.873612    
1419.214333    1463.659444    
1454.695248    1499.292779    
1491.063186    1535.793813    
1528.340322    1573.182955    
1566.549387    1611.480665    
1605.713678    1650.707176    
1645.857077    1690.882033    
1687.004061    1732.023309    
1729.179719    1774.147745    
1772.409769    1817.300691    
1816.720570    1861.543672    
1862.139141    1906.889594    
1908.693176    1953.342764    
1956.411063    2000.929995    
2005.321896    2049.678992    
2055.455500    2099.618193    
2106.842445    2150.776716    
2159.514062    2203.184387    
2213.502471    2256.871775    
2268.840589    2311.870190    
2325.562161    2368.211714    
2383.701772    2425.929215    
2443.294873    2485.056366    
2504.377802    2545.627667    
2566.987803    2607.678464    
2631.163055    2671.244970    
2696.942688    2736.364285    
2764.366812    2803.074420    
2833.476540    2871.414319    
2904.314010    2941.423882    
2976.922417    3013.143985    
3051.346034    3086.616509    
3127.630242    3161.884362    
3205.821555    3238.991505    
3285.967650    3317.982978    
3368.117398    3398.904925    
3452.320890    3481.804624    
3538.629469    3566.730511    
3627.095763    3653.732213    
3717.773714    3742.860573    
3810.718613    3834.167684    
3905.987135    3927.706915    
4003.637371    4023.532947    
4103.728862    4121.701803    
4206.322640    4222.270879    
4311.481263    4325.298984    
4419.268851    4430.846369    
4529.751129    4538.974782    
4642.995464    4649.747441    
4759.070908    4763.224223    
4878.048237    4879.471330    
5000.000000    5000.000000    

>> INCOME = 0.447300	ABILITY = 0.000000
0.000000       0.025760       
0.000557       0.026072       
0.001128       0.026392       
0.001713       0.026719       
0.002312       0.027055       
0.002927       0.027399       
0.003557       0.027752       
0.004202       0.028119       
0.004864       0.028514       
0.005543       0.028919       
0.006238       0.029334       
0.006951       0.029761       
0.007681       0.030199       
0.008430       0.030647       
0.009198       0.031097       
0.009985       0.031559       
0.010791       0.032038       
0.011618       0.032544       
0.012465       0.033062       
0.013333       0.033602       
0.014223       0.034161       
0.015136       0.034734       
0.016071       0.035319       
0.017030       0.035919       
0.018012       0.036551       
0.019019       0.037205       
0.020051       0.037872       
0.021110       0.038555       
0.022194       0.039255       
0.023306       0.039974       
0.024445       0.040714       
0.025613       0.041480       
0.026810       0.042266       
0.028037       0.043073       
0.029295       0.043902       
0.030584       0.044760       
0.031906       0.045638       
0.033260       0.046532       
0.034648       0.047455       
0.036071       0.048408       
0.037530       0.049376       
0.039025       0.050363       
0.040558       0.051385       
0.042128       0.052435       
0.043738       0.053534       
0.045389       0.054651       
0.047080       0.055777       
0.048814       0.056942       
0.050591       0.058143       
0.052413       0.059391       
0.054280       0.060658       
0.056194       0.061939       
0.058155       0.063273       
0.060166       0.064644       
0.062227       0.066044       
0.064339       0.067475       
0.066505       0.068945       
0.068724       0.070486       
0.070999       0.072052       
0.073331       0.073649       
0.075721       0.075277       
0.078171       0.076952       
0.080682       0.078676       
0.083256       0.080457       
0.085894       0.082269       
0.088598       0.084127       
0.091370       0.086036       
0.094211       0.088020       
0.097123       0.090053       
0.100108       0.092139       
0.103167       0.094278       
0.106303       0.096487       
0.109517       0.098791       
0.112812       0.101154       
0.116189       0.103559       
0.119651       0.106032       
0.123199       0.108629       
0.126836       0.111307       
0.130563       0.114040       
0.134384       0.116823       
0.138301       0.119676       
0.142315       0.122653       
0.146430       0.125703       
0.150647       0.128842       
0.154970       0.132065       
0.159401       0.135356       
0.163943       0.138711       
0.168599       0.142170       
0.173370       0.145761       
0.178261       0.149435       
0.183275       0.153196       
0.188413       0.157068       
0.193681       0.161045       
0.199079       0.165102       
0.204613       0.169241       
0.210285       0.173504       
0.216099       0.177926       
0.222059       0.182456       
0.228167       0.187100       
0.234428       0.191891       
0.240845       0.196817       
0.247423       0.201861       
0.254166       0.207038       
0.261077       0.212369       
0.268160       0.217856       
0.275421       0.223499       
0.282863       0.229302       
0.290492       0.235250       
0.298311       0.241380       
0.306325       0.247685       
0.314540       0.254113       
0.322961       0.260734       
0.331592       0.267560       
0.340438       0.274550       
0.349506       0.281703       
0.358800       0.289063       
0.368327       0.296659       
0.378092       0.304434       
0.388101       0.312358       
0.398361       0.320518       
0.408876       0.328961       
0.419655       0.337629       
0.430703       0.346481       
0.442028       0.355586       
0.453635       0.364989       
0.465533       0.374650       
0.477728       0.384527       
0.490228       0.394642       
0.503040       0.405063       
0.516173       0.415799       
0.529634       0.426795       
0.543432       0.438042       
0.557575       0.449616       
0.572071       0.461538       
0.586929       0.473767       
0.602159       0.486304       
0.617770       0.499151       
0.633771       0.512346       
0.650172       0.525930       
0.666984       0.539888       
0.684215       0.554239       
0.701877       0.568956       
0.719981       0.584011       
0.738537       0.599487       
0.757557       0.615407       
0.777053       0.631733       
0.797036       0.648501       
0.817519       0.665710       
0.838514       0.683367       
0.860033       0.701504       
0.882091       0.720099       
0.904700       0.739210       
0.927874       0.758871       
0.951628       0.779029       
0.975976       0.799664       
1.000932       0.820859       
1.026512       0.842674       
1.052732       0.865058       
1.079607       0.888003       
1.107154       0.911546       
1.135389       0.935695       
1.164331       0.960470       
1.193996       0.985925       
1.224403       1.012091       
1.255569       1.038956       
1.287515       1.066502       
1.320260       1.094776       
1.353823       1.123783       
1.388226       1.153511       
1.423488       1.184041       
1.459632       1.215402       
1.496680       1.247591       
1.534654       1.280638       
1.573577       1.314575       
1.613473       1.349374       
1.654367       1.385030       
1.696283       1.421606       
1.739247       1.459152       
1.783285       1.497716       
1.828423       1.537315       
1.874691       1.577961       
1.922115       1.619662       
1.970725       1.662445       
2.020550       1.706330       
2.071620       1.751292       
2.123967       1.797371       
2.177623       1.844698       
2.232621       1.893341       
2.288993       1.943274       
2.346775       1.994503       
2.406001       2.047051       
2.466708       2.100932       
2.528932       2.156180       
2.592712       2.212860       
2.658087       2.271051       
2.725096       2.330772       
2.793780       2.392006       
2.864181       2.454832       
2.936343       2.519317       
3.010308       2.585465       
3.086123       2.653314       
3.163833       2.722921       
3.243485       2.794325       
3.325129       2.867568       
3.408814       2.942727       
3.494591       3.019852       
3.582513       3.098958       
3.672633       3.180049       
3.765005       3.263126       
3.859687       3.348351       
3.956736       3.435887       
4.056211       3.525734       
4.158173       3.617887       
4.262684       3.712355       
4.369808       3.809198       
4.479610       3.908541       
4.592157       4.010498       
4.707518       4.115121       
4.825763       4.222428       
4.946964       4.332452       
5.071195       4.445273       
5.198531       4.561001       
5.329052       4.679739       
5.462835       4.801527       
5.599962       4.926365       
5.740518       5.054385       
5.884588       5.185740       
6.032259       5.320485       
6.183623       5.458694       
6.338770       5.600388       
6.497796       5.745671       
6.660798       5.894716       
6.827875       6.047609       
6.999128       6.204381       
7.174663       6.364998       
7.354587       6.529724       
7.539008       6.698811       
7.728040       6.872237       
