>> INCOME = 0.2468	ABILITY = 0
7.921798       7.050048       
8.120400       7.232324       
8.323967       7.419277       
8.532622       7.611063       
8.746495       7.807741       
8.965714       8.009374       
9.190414       8.216063       
9.420731       8.428035       
9.656806       8.645493       
9.898783       8.868502       
10.146809      9.097116       
10.401036      9.331495       
10.661619      9.571884       
10.928716      9.818451       
11.202491      10.071262      
11.483110      10.330435      
11.770745      10.596195      
12.065570      10.868729      
12.367766      11.148181      
12.677517      11.434717      
12.995012      11.728518      
13.320444      12.029781      
13.654012      12.338695      
13.995919      12.655447      
14.346374      12.980215      
14.705590      13.313215      
15.073786      13.654668      
15.451188      14.004779      
15.838024      14.363740      
16.234532      14.731754      
16.640952      15.108875      
17.057532      15.495578      
17.484528      15.892276      
17.922198      16.298965      
18.370809      16.715818      
18.830636      17.143185      
19.301959      17.581425      
19.785065      18.030766      
20.280248      18.491428      
20.787811      18.963695      
21.308063      19.447925      
21.841322      19.944418      
22.387912      20.453429      
22.948166      20.975261      
23.522427      21.510290      
24.111045      22.058853      
24.714378      22.621245      
25.332794      23.197811      
25.966670      23.788941      
26.616394      24.394994      
27.282361      25.016319      
27.964976      25.653307      
28.664658      26.306370      
29.381831      26.975894      
30.116934      27.662283      
30.870414      28.365971      
31.642731      29.087394      
32.434356      29.826983      
33.245772      30.585197      
34.077473      31.362507      
34.929966      32.159386      
35.803772      32.976322      
36.699423      33.813820      
37.617466      34.672394      
38.558459      35.552569      
39.522977      36.454889      
40.511609      37.379906      
41.524956      38.328186      
42.563636      39.300308      
43.628284      40.296871      
44.719548      41.318489      
45.838094      42.365780      
46.984603      43.439393      
48.159775      44.539986      
49.364326      45.668220      
50.598991      46.824802      
51.864522      48.010448      
53.161692      49.225867      
54.491291      50.471807      
55.854130      51.749023      
57.251040      53.058303      
58.682873      54.400469      
60.150502      55.776332      
61.654821      57.186734      
63.196749      58.632545      
64.777224      60.114646      
66.397211      61.633942      
68.057699      63.191230      
69.759698      64.787566      
71.504247      66.424101      
73.292410      68.101279      
75.125277      69.820331      
77.003966      71.582783      
78.929622      73.389328      
80.903419      75.241233      
82.926561      77.139691      
85.000282      79.085655      
87.125846      81.080526      
89.304549      83.125465      
91.537720      85.221602      
93.826719      87.370399      
96.172944      89.573083      
98.577825      91.830936      
101.042827     94.145483      
103.569455     96.518050      
106.159248     98.950047      
108.813786     101.443066     
111.534687     103.998573     
114.323611     106.618113     
117.182258     109.303329     
120.112372     112.055812     
123.115738     114.877278     
126.194188     117.769488     
129.349599     120.734122     
132.583896     123.772986     
135.899050     126.888030     
139.297083     130.081148     
142.780067     133.354250     
146.350126     136.709381     
150.009436     140.148574     
153.760228     143.673918     
157.604791     147.287594     
161.545468     150.991794     
165.584661     154.788779     
169.724834     158.680884     
173.968512     162.670476     
178.318282     166.759994     
182.776795     170.951942     
187.346772     175.248876     
192.030998     179.653424     
196.832330     184.168280     
201.753695     188.796197     
206.798094     193.540005     
211.968603     198.402602     
217.268375     203.386960     
222.700642     208.496121     
228.268714     213.733205     
233.975989     219.101416     
239.825946     224.604030     
245.822151     230.244398     
251.968262     236.025974     
258.268025     241.952297     
264.725282     248.026958     
271.343971     254.253671     
278.128127     260.636276     
285.081887     267.178611     
292.209491     273.884656     
299.515285     280.758604     
307.003724     287.804536     
314.679374     295.026702     
322.546915     302.429755     
330.611145     310.018167     
338.876980     317.796482     
347.349462     325.769562     
356.033755     333.942230     
364.935156     342.319463     
374.059092     350.906419     
383.411126     359.708315     
392.996961     368.730534     
402.822441     377.978597     
412.893559     387.458143     
423.216455     397.174968     
433.797423     407.135009     
444.642916     417.344347     
455.759545     427.809221     
467.154091     438.536022     
478.833500     449.531303     
490.804894     460.801781     
503.075573     472.354339     
515.653019     484.196032     
528.544902     496.334094     
541.759081     508.775937     
555.303615     521.529158     
569.186762     534.601544     
583.416988     548.001076     
598.002969     561.735935     
612.953600     575.814501     
628.277997     590.245366     
643.985504     605.037332     
660.085698     620.199420     
676.588398     635.740869     
693.503664     651.671148     
710.841813     667.999951     
728.613415     684.737207     
746.829307     701.893082     
765.500597     719.478162     
784.638668     737.503459     
804.255192     755.979909     
824.362128     774.918733     
844.971738     794.331602     
866.096589     814.230310     
887.749560     834.627024     
909.943856     855.534224     
932.693009     876.964657     
956.010891     898.931428     
979.911720     921.447955     
1004.410070    944.527987     
1029.520879    968.185628     
1055.259458    992.435328     
1081.641501    1017.291900    
1108.683095    1042.770529    
1136.400729    1068.886777    
1164.811304    1095.656599    
1193.932144    1123.096347    
1223.781004    1151.222782    
1254.376086    1180.053084    
1285.736045    1209.604865    
1317.880003    1239.896175    
1350.827560    1270.945516    
1384.598806    1302.771852    
1419.214333    1335.394622    
1454.695248    1368.833747    
1491.063186    1403.109647    
1528.340322    1438.243249    
1566.549387    1474.255999    
1605.713678    1511.169871    
1645.857077    1549.007377    
1687.004061    1587.791573    
1729.179719    1627.546062    
1772.409769    1668.294985    
1816.720570    1710.063000    
1862.139141    1752.875235    
1908.693176    1796.757944    
1956.411063    1841.738784    
2005.321896    1887.845507    
2055.455500    1935.106041    
2106.842445    1983.549360    
2159.514062    2033.205059    
2213.502471    2084.103419    
2268.840589    2136.275578    
2325.562161    2189.753382    
2383.701772    2244.569499    
2443.294873    2300.757421    
2504.377802    2358.351461    
2566.987803    2417.386805    
2631.163055    2477.899514    
2696.942688    2539.926549    
2764.366812    2603.505800    
2833.476540    2668.676102    
2904.314010    2735.477265    
2976.922417    2803.950093    
3051.346034    2874.136411    
3127.630242    2946.079090    
3205.821555    3019.822077    
3285.967650    3095.410415    
3368.117398    3172.890275    
3452.320890    3252.308985    
3538.629469    3333.715055    
3627.095763    3417.158210    
3717.773714    3502.689419    
3810.718613    3590.360927    
3905.987135    3680.226285    
4003.637371    3772.340384    
4103.728862    3866.759490    
4206.322640    3963.541276    
4311.481263    4062.744857    
4419.268851    4164.430828    
4529.751129    4268.661301    
4642.995464    4375.499942    
4759.070908    4485.012007    
4878.048237    4597.264392    
5000.000000    4712.325614    

>> INCOME = 0.447300	ABILITY = 0.514000
0.000000       0.130786       
0.000557       0.131442       
0.001128       0.132114       
0.001713       0.132802       
0.002312       0.133508       
0.002927       0.134231       
0.003557       0.134977       
0.004202       0.135743       
0.004864       0.136528       
0.005543       0.137332       
0.006238       0.138157       
0.006951       0.139015       
0.007681       0.139898       
0.008430       0.140803       
0.009198       0.141731       
0.009985       0.142675       
0.010791       0.143633       
0.011618       0.144615       
0.012465       0.145622       
0.013333       0.146658       
0.014223       0.147737       
0.015136       0.148843       
0.016071       0.149977       
0.017030       0.151127       
0.018012       0.152291       
0.019019       0.153483       
0.020051       0.154706       
0.021110       0.155943       
0.022194       0.157208       
0.023306       0.158504       
0.024445       0.159847       
0.025613       0.161253       
0.026810       0.162694       
0.028037       0.164166       
0.029295       0.165646       
0.030584       0.167163       
0.031906       0.168719       
0.033260       0.170328       
0.034648       0.171977       
0.036071       0.173671       
0.037530       0.175427       
0.039025       0.177226       
0.040558       0.179047       
0.042128       0.180883       
0.043738       0.182765       
0.045389       0.184714       
0.047080       0.186719       
0.048814       0.188779       
0.050591       0.190907       
0.052413       0.193089       
0.054280       0.195290       
0.056194       0.197535       
0.058155       0.199845       
0.060166       0.202235       
0.062227       0.204686       
0.064339       0.207235       
0.066505       0.209848       
0.068724       0.212477       
0.070999       0.215161       
0.073331       0.217913       
0.075721       0.220735       
0.078171       0.223655       
0.080682       0.226674       
0.083256       0.229727       
0.085894       0.232819       
0.088598       0.235989       
0.091370       0.239241       
0.094211       0.242625       
0.097123       0.246141       
0.100108       0.249699       
0.103167       0.253320       
0.106303       0.257010       
0.109517       0.260786       
0.112812       0.264696       
0.116189       0.268715       
0.119651       0.272880       
0.123199       0.277111       
0.126836       0.281389       
0.130563       0.285762       
0.134384       0.290238       
0.138301       0.294921       
0.142315       0.299727       
0.146430       0.304653       
0.150647       0.309672       
0.154970       0.314799       
0.159401       0.320000       
0.163943       0.325359       
0.168599       0.330890       
0.173370       0.336590       
0.178261       0.342411       
0.183275       0.348329       
0.188413       0.354373       
0.193681       0.360576       
0.199079       0.366970       
0.204613       0.373574       
0.210285       0.380366       
0.216099       0.387343       
0.222059       0.394411       
0.228167       0.401614       
0.234428       0.408957       
0.240845       0.416571       
0.247423       0.424392       
0.254166       0.432418       
0.261077       0.440645       
0.268160       0.449108       
0.275421       0.457734       
0.282863       0.466517       
0.290492       0.475519       
0.298311       0.484834       
0.306325       0.494397       
0.314540       0.504179       
0.322961       0.514184       
0.331592       0.524438       
0.340438       0.534920       
0.349506       0.545634       
0.358800       0.556614       
0.368327       0.567944       
0.378092       0.579591       
0.388101       0.591539       
0.398361       0.603772       
0.408876       0.616264       
0.419655       0.629043       
0.430703       0.642143       
0.442028       0.655589       
0.453635       0.669398       
0.465533       0.683564       
0.477728       0.698071       
0.490228       0.712951       
0.503040       0.728199       
0.516173       0.743818       
0.529634       0.759818       
0.543432       0.776191       
0.557575       0.792963       
0.572071       0.810194       
0.586929       0.827892       
0.602159       0.846030       
0.617770       0.864594       
0.633771       0.883626       
0.650172       0.903174       
0.666984       0.923200       
0.684215       0.943731       
0.701877       0.964764       
0.719981       0.986262       
0.738537       1.008238       
0.757557       1.030781       
0.777053       1.053984       
0.797036       1.077811       
0.817519       1.102227       
0.838514       1.127188       
0.860033       1.152747       
0.882091       1.178979       
0.904700       1.205899       
0.927874       1.233490       
0.951628       1.261770       
0.975976       1.290768       
1.000932       1.320485       
1.026512       1.350821       
1.052732       1.381896       
1.079607       1.413837       
1.107154       1.446609       
1.135389       1.480197       
1.164331       1.514623       
1.193996       1.549909       
1.224403       1.586050       
1.255569       1.623047       
1.287515       1.660970       
1.320260       1.699891       
1.353823       1.739791       
1.388226       1.780674       
1.423488       1.822574       
1.459632       1.865528       
1.496680       1.909548       
1.534654       1.954656       
1.573577       2.000829       
1.613473       2.048077       
1.654367       2.096507       
1.696283       2.146203       
1.739247       2.197170       
1.783285       2.249411       
1.828423       2.302953       
1.874691       2.357815       
1.922115       2.414024       
1.970725       2.471633       
2.020550       2.530682       
2.071620       2.591187       
2.123967       2.653146       
2.177623       2.716626       
2.232621       2.781714       
2.288993       2.848428       
2.346775       2.916775       
2.406001       2.986783       
2.466708       3.058512       
2.528932       3.132031       
2.592712       3.207374       
2.658087       3.284579       
2.725096       3.363703       
2.793780       3.444798       
2.864181       3.527903       
2.936343       3.613016       
3.010308       3.700131       
3.086123       3.789364       
3.163833       3.880860       
3.243485       3.974653       
3.325129       4.070785       
3.408814       4.169298       
3.494591       4.270240       
3.582513       4.373657       
3.672633       4.479607       
3.765005       4.588155       
3.859687       4.699377       
3.956736       4.813327       
4.056211       4.930050       
4.158173       5.049651       
4.262684       5.172215       
4.369808       5.297789       
4.479610       5.426429       
4.592157       5.558210       
4.707518       5.693228       
4.825763       5.831562       
4.946964       5.973270       
5.071195       6.118451       
5.198531       6.267207       
5.329052       6.419605       
5.462835       6.575744       
5.599962       6.735714       
5.740518       6.899579       
5.884588       7.067446       
6.032259       7.239452       
6.183623       7.415696       
6.338770       7.596246       
6.497796       7.781199       
6.660798       7.970665       
6.827875       8.164725       
6.999128       8.363429       
7.174663       8.567038       
7.354587       8.775756       
7.539008       8.989553       
7.728040       9.208525       
7.921798       9.432830       
8.120400       9.662665       
8.323967       9.898147       
8.532622       10.139361      
8.746495       10.386451      
8.965714       10.639569      
9.190414       10.898822      
9.420731       11.164340      
9.656806       11.436368      
9.898783       11.715089      
10.146809      12.000615      
10.401036      12.293102      
10.661619      12.592704      
10.928716      12.899590      
11.202491      13.213951      
11.483110      13.535977      
11.770745      13.865853      
12.065570      14.203762      
12.367766      14.549901      
12.677517      14.904427      
12.995012      15.267547      
13.320444      15.639529      
13.654012      16.020587      
13.995919      16.410900      
14.346374      16.810709      
14.705590      17.220256      
15.073786      17.639740      
15.451188      18.069388      
15.838024      18.509490      
16.234532      18.960308      
16.640952      19.422115      
17.057532      19.895191      
17.484528      20.379703      
17.922198      20.875810      
18.370809      21.383943      
18.830636      21.904629      
19.301959      22.438112      
19.785065      22.984563      
20.280248      23.544176      
20.787811      24.117353      
21.308063      24.704572      
21.841322      25.306053      
22.387912      25.922152      
22.948166      26.553250      
23.522427      27.199682      
24.111045      27.861816      
24.714378      28.540025      
25.332794      29.234677      
25.966670      29.946179      
26.616394      30.674967      
27.282361      31.421467      
27.964976      32.186098      
28.664658      32.969279      
29.381831      33.771439      
30.116934      34.593035      
30.870414      35.434572      
31.642731      36.296564      
32.434356      37.179495      
33.245772      38.083827      
34.077473      39.010029      
34.929966      39.958635      
35.803772      40.930272      
36.699423      41.925556      
37.617466      42.945020      
38.558459      43.989139      
39.522977      45.058401      
40.511609      46.153481      
41.524956      47.275250      
42.563636      48.424391      
43.628284      49.601407      
44.719548      50.806698      
45.838094      52.040658      
46.984603      53.304658      
48.159775      54.599847      
49.364326      55.926644      
50.598991      57.285837      
51.864522      58.678020      
53.161692      60.103868      
54.491291      61.564269      
55.854130      63.060104      
57.251040      64.592213      
58.682873      66.161539      
60.150502      67.768839      
61.654821      69.415028      
63.196749      71.101190      
64.777224      72.828263      
66.397211      74.597251      
68.057699      76.409171      
69.759698      78.264984      
71.504247      80.165775      
73.292410      82.112716      
75.125277      84.106932      
77.003966      86.149506      
78.929622      88.241519      
80.903419      90.384189      
82.926561      92.578922      
85.000282      94.827025      
87.125846      97.129538      
89.304549      99.487587      
91.537720      101.902774     
93.826719      104.376888     
96.172944      106.911146     
98.577825      109.506300     
101.042827     112.163754     
103.569455     114.886176     
106.159248     117.675495     
108.813786     120.531776     
111.534687     123.455342     
114.323611     126.450195     
117.182258     129.520120     
120.112372     132.664954     
123.115738     135.886139     
126.194188     139.185489     
129.349599     142.564932     
132.583896     146.026407     
135.899050     149.571907     
139.297083     153.203474     
142.780067     156.923197     
146.350126     160.733211     
150.009436     164.635715     
153.760228     168.632965     
157.604791     172.727250     
161.545468     176.920913     
165.584661     181.216387     
169.724834     185.616157     
173.968512     190.122726     
178.318282     194.738664     
182.776795     199.466672     
187.346772     204.309493     
192.030998     209.269820     
196.832330     214.350482     
201.753695     219.554551     
206.798094     224.884978     
211.968603     230.344546     
217.268375     235.936570     
222.700642     241.664627     
228.268714     247.531373     
233.975989     253.539853     
239.825946     259.694870     
245.822151     265.999243     
251.968262     272.454516     
258.268025     279.067597     
264.725282     285.842337     
271.343971     292.776457     
278.128127     299.880580     
285.081887     307.163799     
292.209491     314.624163     
299.515285     322.265800     
307.003724     330.093227     
314.679374     338.110944     
322.546915     346.323613     
330.611145     354.735973     
338.876980     363.352881     
347.349462     372.179329     
356.033755     381.220417     
364.935156     390.481370     
374.059092     399.967547     
383.411126     409.684431     
392.996961     419.637640     
402.822441     429.832929     
412.893559     440.276190     
423.216455     450.973458     
433.797423     461.930915     
444.642916     473.154890     
455.759545     484.651861     
467.154091     496.428463     
478.833500     508.491486     
490.804894     520.847877     
503.075573     533.504749     
515.653019     546.469370     
528.544902     559.749176     
541.759081     573.351767     
555.303615     587.284882     
569.186762     601.556487     
583.416988     616.174540     
598.002969     631.147447     
612.953600     646.483230     
628.277997     662.190793     
643.985504     678.278093     
660.085698     694.754343     
676.588398     711.627914     
693.503664     728.918404     
710.841813     746.642859     
728.613415     764.798854     
746.829307     783.397142     
765.500597     802.448517     
784.638668     821.964018     
804.255192     841.954996     
824.362128     862.433052     
844.971738     883.410078     
866.096589     904.898262     
887.749560     926.910082     
909.943856     949.458327     
932.693009     972.556098     
956.010891     996.216814     
979.911720     1020.454225    
1004.410070    1045.282415    
1029.520879    1070.715814    
1055.259458    1096.769204    
1081.641501    1123.457726    
1108.683095    1150.796893    
1136.400729    1178.802593    
1164.811304    1207.491101    
1193.932144    1236.879086    
1223.781004    1266.983618    
1254.376086    1297.822176    
1285.736045    1329.412650    
1317.880003    1361.773350    
1350.827560    1394.923000    
1384.598806    1428.880737    
1419.214333    1463.666089    
1454.695248    1499.298954    
1491.063186    1535.799538    
1528.340322    1573.188263    
1566.549387    1611.485602    
1605.713678    1650.711800    
1645.857077    1690.886385    
1687.004061    1732.027333    
1729.179719    1774.151125    
1772.409769    1817.302589    
1816.720570    1861.544145    
1862.139141    1906.889409    
1908.693176    1953.341913    
1956.411063    2000.928467    
2005.321896    2049.676772    
2055.455500    2099.615266    
2106.842445    2150.773068    
2159.514062    2203.180002    
2213.502471    2256.866638    
2268.840589    2311.864287    
2325.562161    2368.205027    
2383.701772    2425.921729    
2443.294873    2485.048064    
2504.377802    2545.618532    
2566.987803    2607.668478    
2631.163055    2671.234115    
2696.942688    2736.352543    
2764.366812    2803.061773    
2833.476540    2871.400748    
2904.314010    2941.409366    
2976.922417    3013.128504    
3051.346034    3086.600043    
3127.630242    3161.866890    
3205.821555    3238.973005    
3285.967650    3317.963427    
3368.117398    3398.884301    
3452.320890    3481.782903    
3538.629469    3566.707670    
3627.095763    3653.708226    
3717.773714    3742.835416    
3810.718613    3834.141330    
3905.987135    3927.679338    
4003.637371    4023.504120    
4103.728862    4121.671698    
4206.322640    4222.239469    
4311.481263    4325.266238    
4419.268851    4430.812258    
4529.751129    4538.939273    
4642.995464    4649.710482    
4759.070908    4763.185695    
4878.048237    4879.430944    
5000.000000    5000.000000    

>> INCOME = 0.765400	ABILITY = 0.000000
0.000000       0.100406       
0.000557       0.100815       
0.001128       0.101234       
0.001713       0.101663       
0.002312       0.102104       
0.002927       0.102555       
0.003557       0.103017       
0.004202       0.103497       
0.004864       0.103991       
0.005543       0.104497       
0.006238       0.105015       
0.006951       0.105547       
0.007681       0.106092       
0.008430       0.106662       
0.009198       0.107252       
0.009985       0.107857       
0.010791       0.108478       
0.011618       0.109114       
0.012465       0.109760       
0.013333       0.110414       
0.014223       0.111084       
0.015136       0.111771       
0.016071       0.112475       
0.017030       0.113192       
0.018012       0.113924       
0.019019       0.114674       
0.020051       0.115442       
0.021110       0.116230       
0.022194       0.117050       
0.023306       0.117891       
0.024445       0.118753       
0.025613       0.119636       
0.026810       0.120555       
0.028037       0.121497       
0.029295       0.122463       
0.030584       0.123450       
0.031906       0.124457       
0.033260       0.125489       
0.034648       0.126546       
0.036071       0.127636       
0.037530       0.128754       
0.039025       0.129901       
0.040558       0.131072       
0.042128       0.132266       
0.043738       0.133491       
0.045389       0.134746       
0.047080       0.136034       
0.048814       0.137354       
0.050591       0.138708       
0.052413       0.140095       
0.054280       0.141518       
0.056194       0.142987       
0.058155       0.144507       
0.060166       0.146065       
0.062227       0.147651       
0.064339       0.149274       
0.066505       0.150936       
0.068724       0.152641       
0.070999       0.154388       
0.073331       0.156200       
0.075721       0.158067       
0.078171       0.159971       
0.080682       0.161900       
0.083256       0.163878       
0.085894       0.165939       
0.088598       0.168052       
0.091370       0.170180       
0.094211       0.172347       
0.097123       0.174578       
0.100108       0.176874       
0.103167       0.179259       
0.106303       0.181754       
0.109517       0.184283       
0.112812       0.186833       
0.116189       0.189464       
0.119651       0.192184       
0.123199       0.194971       
0.126836       0.197827       
0.130563       0.200727       
0.134384       0.203679       
0.138301       0.206759       
0.142315       0.209942       
0.146430       0.213158       
0.150647       0.216450       
0.154970       0.219827       
0.159401       0.223322       
0.163943       0.226965       
0.168599       0.230638       
0.173370       0.234373       
0.178261       0.238213       
0.183275       0.242186       
0.188413       0.246336       
0.193681       0.250547       
0.199079       0.254840       
0.204613       0.259195       
0.210285       0.263696       
0.216099       0.268337       
0.222059       0.273121       
0.228167       0.277998       
0.234428       0.282973       
0.240845       0.288107       
0.247423       0.293424       
0.254166       0.298907       
0.261077       0.304432       
0.268160       0.310071       
0.275421       0.315863       
0.282863       0.321887       
0.290492       0.328101       
0.298311       0.334452       
0.306325       0.340925       
0.314540       0.347512       
0.322961       0.354332       
0.331592       0.361363       
0.340438       0.368589       
0.349506       0.375969       
0.358800       0.383505       
0.368327       0.391240       
0.378092       0.399207       
0.388101       0.407412       
0.398361       0.415846       
0.408876       0.424446       
0.419655       0.433228       
0.430703       0.442250       
0.442028       0.451634       
0.453635       0.461237       
0.465533       0.471095       
0.477728       0.481187       
0.490228       0.491472       
0.503040       0.501956       
0.516173       0.512811       
0.529634       0.523985       
0.543432       0.535468       
0.557575       0.547258       
0.572071       0.559359       
0.586929       0.571754       
0.602159       0.584432       
0.617770       0.597414       
0.633771       0.610742       
0.650172       0.624454       
0.666984       0.638560       
0.684215       0.653044       
0.701877       0.667905       
0.719981       0.683178       
0.738537       0.698791       
0.757557       0.714761       
0.777053       0.731179       
0.797036       0.748071       
0.817519       0.765404       
0.838514       0.783165       
0.860033       0.801403       
0.882091       0.820153       
0.904700       0.839400       
0.927874       0.859104       
0.951628       0.879316       
0.975976       0.900085       
1.000932       0.921360       
1.026512       0.943162       
1.052732       0.965553       
1.079607       0.988564       
1.107154       1.012195       
1.135389       1.036443       
1.164331       1.061305       
1.193996       1.086812       
1.224403       1.113008       
1.255569       1.139883       
1.287515       1.167448       
1.320260       1.195717       
1.353823       1.224737       
1.388226       1.254558       
1.423488       1.285147       
1.459632       1.316530       
1.496680       1.348659       
1.534654       1.381588       
1.573577       1.415439       
1.613473       1.450220       
1.654367       1.485894       
1.696283       1.522480       
1.739247       1.560029       
1.783285       1.598539       
1.828423       1.638031       
1.874691       1.678574       
1.922115       1.720179       
1.970725       1.762849       
2.020550       1.806633       
2.071620       1.851584       
2.123967       1.897686       
2.177623       1.944937       
2.232621       1.993425       
2.288993       2.043205       
2.346775       2.094270       
2.406001       2.146646       
2.466708       2.200390       
2.528932       2.255549       
2.592712       2.312153       
2.658087       2.370220       
2.725096       2.429769       
2.793780       2.490823       
2.864181       2.553452       
2.936343       2.617732       
3.010308       2.683692       
3.086123       2.751353       
3.163833       2.820750       
3.243485       2.891949       
3.325129       2.965004       
3.408814       3.039946       
3.494591       3.116809       
3.582513       3.195624       
3.672633       3.276451       
3.765005       3.359394       
3.859687       3.444495       
3.956736       3.531773       
4.056211       3.621284       
4.158173       3.713083       
4.262684       3.807238       
4.369808       3.903837       
4.479610       4.002951       
4.592157       4.104620       
4.707518       4.208892       
4.825763       4.315832       
4.946964       4.425525       
5.071195       4.538051       
5.198531       4.653484       
5.329052       4.771878       
5.462835       4.893293       
5.599962       5.017819       
5.740518       5.145553       
5.884588       5.276574       
6.032259       5.410953       
6.183623       5.548760       
6.338770       5.690089       
6.497796       5.835046       
6.660798       5.983729       
6.827875       6.136214       
6.999128       6.292532       
7.174663       6.452817       
7.354587       6.617268       
7.539008       6.785956       
7.728040       6.958909       
7.921798       7.136216       
8.120400       7.318086       
8.323967       7.504658       
8.532622       7.695989       
8.746495       7.892178       
8.965714       8.093364       
9.190414       8.299699       
9.420731       8.511317       
9.656806       8.728326       
9.898783       8.950849       
10.146809      9.179018       
10.401036      9.412990       
10.661619      9.652953       
10.928716      9.899042       
11.202491      10.151362      
11.483110      10.410086      
11.770745      10.675411      
12.065570      10.947382      
12.367766      11.226249      
12.677517      11.512311      
12.995012      11.805647      
13.320444      12.106394      
13.654012      12.414784      
13.995919      12.731039      
14.346374      13.055313      
14.705590      13.387804      
15.073786      13.728730      
15.451188      14.078310      
15.838024      14.436750      
16.234532      14.804239      
16.640952      15.180962      
17.057532      15.567274      
17.484528      15.963446      
17.922198      16.369606      
18.370809      16.786002      
18.830636      17.212983      
19.301959      17.650815      
19.785065      18.099689      
20.280248      18.559896      
20.787811      19.031767      
21.308063      19.515587      
21.841322      20.011623      
22.387912      20.520186      
22.948166      21.041609      
23.522427      21.576217      
24.111045      22.124330      
24.714378      22.686282      
25.332794      23.262421      
25.966670      23.853108      
26.616394      24.458710      
27.282361      25.079596      
27.964976      25.716147      
28.664658      26.368763      
29.381831      27.037843      
30.116934      27.723786      
30.870414      28.427021      
31.642731      29.147986      
32.434356      29.887116      
33.245772      30.644876      
34.077473      31.421733      
34.929966      32.218159      
35.803772      33.034648      
36.699423      33.871704      
37.617466      34.729838      
38.558459      35.609578      
39.522977      36.511468      
40.511609      37.436059      
41.524956      38.383900      
42.563636      39.355552      
43.628284      40.351658      
44.719548      41.372844      
45.838094      42.419685      
46.984603      43.492859      
48.159775      44.593040      
49.364326      45.720851      
50.598991      46.877013      
51.864522      48.062254      
53.161692      49.277269      
54.491291      50.522820      
55.854130      51.799668      
57.251040      53.108565      
58.682873      54.450338      
60.150502      55.825829      
61.654821      57.235864      
63.196749      58.681308      
64.777224      60.163043      
66.397211      61.681974      
68.057699      63.238707      
69.759698      64.834460      
71.504247      66.470614      
73.292410      68.147547      
75.125277      69.866463      
77.003966      71.628836      
78.929622      73.435268      
80.903419      75.286952      
82.926561      77.185291      
85.000282      79.131142      
87.125846      81.125790      
89.304549      83.170581      
91.537720      85.266580      
93.826719      87.415166      
96.172944      89.617686      
98.577825      91.875386      
101.042827     94.189733      
103.569455     96.562129      
106.159248     98.993966      
108.813786     101.486798     
111.534687     104.042133     
114.323611     106.661506     
117.182258     109.346549     
120.112372     112.098874     
123.115738     114.920176     
126.194188     117.812210     
129.349599     120.776696     
132.583896     123.815427     
135.899050     126.930307     
139.297083     130.123250     
142.780067     133.396189     
146.350126     136.751153     
150.009436     140.190186     
153.760228     143.715376     
157.604791     147.328896     
161.545468     151.032947     
165.584661     154.829788     
169.724834     158.721747     
173.968512     162.711196     
178.318282     166.800577     
182.776795     170.992390     
187.346772     175.289192     
192.030998     179.693613     
196.832330     184.208344     
201.753695     188.836141     
206.798094     193.579834     
211.968603     198.442320     
217.268375     203.426571     
222.700642     208.535630     
228.268714     213.772616     
233.975989     219.140733     
239.825946     224.643258     
245.822151     230.283544     
251.968262     236.065039     
258.268025     241.991287     
264.725282     248.065882     
271.343971     254.292531     
278.128127     260.675071     
285.081887     267.217363     
292.209491     273.923361     
299.515285     280.797253     
307.003724     287.843173     
314.679374     295.065310     
322.546915     302.468277     
330.611145     310.056641     
338.876980     317.834922     
347.349462     325.807948     
356.033755     333.980580     
364.935156     342.357779     
374.059092     350.944695     
383.411126     359.746564     
392.996961     368.768755     
402.822441     378.016794     
412.893559     387.496323     
423.216455     397.213133     
433.797423     407.173164     
444.642916     417.382497     
455.759545     427.847370     
467.154091     438.574176     
478.833500     449.569467     
490.804894     460.839958     
503.075573     472.392535     
515.653019     484.234252     
528.544902     496.372342     
541.759081     508.814219     
555.303615     521.567478     
569.186762     534.639908     
583.416988     548.039490     
598.002969     561.774403     
612.953600     575.853029     
628.277997     590.283961     
643.985504     605.076000     
660.085698     620.238169     
676.588398     635.779706     
693.503664     651.710084     
710.841813     668.038993     
728.613415     684.776369     
746.829307     701.932368     
765.500597     719.517523     
784.638668     737.542896     
804.255192     756.019454     
824.362128     774.958373     
844.971738     794.371338     
866.096589     814.270153     
887.749560     834.666975     
909.943856     855.574287     
932.693009     877.004840     
956.010891     898.971736     
979.911720     921.488393     
1004.410070    944.568563     
1029.520879    968.226348     
1055.259458    992.476198     
1081.641501    1017.332927    
1108.683095    1042.811719    
1136.400729    1068.928138    
1164.811304    1095.698138    
1193.932144    1123.138070    
1223.781004    1151.264697    
1254.376086    1180.095198    
1285.736045    1209.647185    
1317.880003    1239.938709    
1350.827560    1270.988270    
1384.598806    1302.814835    
1419.214333    1335.437840    
1454.695248    1368.877209    
1491.063186    1403.153361    
1528.340322    1438.287223    
1566.549387    1474.300242    
1605.713678    1511.214392    
1645.857077    1549.052188    
1687.004061    1587.836688    
1729.179719    1627.591497    
1772.409769    1668.340761    
1816.720570    1710.109146    
1862.139141    1752.921783    
1908.693176    1796.804845    
1956.411063    1841.785985    
2005.321896    1887.893053    
2055.455500    1935.153939    
2106.842445    1983.597600    
2159.514062    2033.253664    
2213.502471    2084.152393    
2268.840589    2136.324930    
2325.562161    2189.803127    
2383.701772    2244.619646    
2443.294873    2300.807982    
2504.377802    2358.402450    
2566.987803    2417.438235    
